freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250902,Kathleen Hendrix,Female,47,Russia,Russian,UI/UX Design,3,40,4.4,yes,92%
FL250903,Jennifer Baker,FEMALE,53,Russia,Russian,Graphic Design,32,USD 20,0,N,
FL250904,Kim Martinez,female,53,Argentina,Spanish,Mobile Apps,19,USD 20,1.3,0,
FL250905,Andrew Little,male,21,India,Hindi,Data Analysis,2,50,2.6,FALSE,86%
FL250906,Kelly Shelton,female,35,United Kingdom,English,Blockchain Development,0,,,Y,85
FL250907,Steven Duncan,Male,31,Argentina,Spanish,Machine Learning,13,$40,1.2,FALSE,62
FL250908,Kristen Haney,Female,55,South Korea,Korean,AI,2,USD 30,3.1,Y,91%
FL250909,Kathy Reese,f,59,Turkey,Turkish,Web Development,11,$75,2.3,Y,80%
FL250910,Steven Murphy,MALE,59,France,French,Cybersecurity,17,100,4,no,72%
FL250911,William Hartman,M,47,India,Hindi,Blockchain Development,10,$75,1.9,,
FL250912,Sonya Haley,female,53,South Africa,Afrikaans,Machine Learning,26,75,2.4,yes,
FL250913,Robert Evans,MALE,49,South Africa,Afrikaans,Data Analysis,,$30,,yes,74%
FL250914,Patricia Richardson,f,50,South Africa,Afrikaans,Mobile Apps,8,USD 50,3.7,Y,82%
FL250915,Carolyn Lopez,female,59,South Korea,Korean,Machine Learning,22,USD 100,1.1,no,85%
FL250916,Kyle Burns,M,33,Turkey,Turkish,Data Analysis,8,USD 75,2.3,TRUE,68%
FL250917,Margaret Garcia,f,45,Canada,English,Web Development,22,40,3.7,Y,99%
FL250918,Brittany Barker,female,36,Italy,Italian,Graphic Design,14,30,1.9,0,62%
FL250919,Paul Campbell,male,46,South Africa,Afrikaans,UI/UX Design,6,30,1.5,N,
FL250920,Amy Morrow,female,53,Turkey,Turkish,Graphic Design,14,30,0,FALSE,83%
FL250921,Amy Fitzgerald,f,24,United States,English,Web Development,2,30,3.6,,92%
FL250922,Anita Becker,female,49,Spain,Spanish,DevOps,4,$75,2.1,,85%
FL250923,Mrs. Amy Brooks,F,49,South Korea,Korean,AI,4,75,2.9,N,
FL250924,Lori Marshall,FEMALE,49,South Korea,Korean,Mobile Apps,24,100,3.6,TRUE,
FL250925,Jennifer Miller,Female,58,Brazil,Portuguese,Blockchain Development,29,30,3.3,yes,89%
FL250926,Thomas Young,MALE,50,South Africa,Afrikaans,UI/UX Design,13,,2.5,Y,81%
FL250927,Zachary Larsen,M,27,South Africa,Afrikaans,DevOps,1,USD 100,3.7,Y,61
FL250928,Valerie Gutierrez,F,20,South Korea,Korean,Machine Learning,,$30,4.6,1,
FL250929,Daniel Parker,MALE,52,Russia,Russian,Blockchain Development,15,$40,0,1,92%
FL250930,Nicole Bennett,Female,22,France,French,Machine Learning,2,30,2,no,96%
FL250931,Lauren Lowery,Female,38,Turkey,Turkish,Web Development,14,100,1.7,FALSE,66%
FL250932,Alexander Woodward,male,21,Canada,English,Graphic Design,0,USD 100,3,N,64%
FL250933,Anthony Walter,MALE,41,Australia,English,AI,15,40,3.4,FALSE,100%
FL250934,Valerie Finley,female,33,Indonesia,Indonesian,Blockchain Development,6,40,3.2,1,95%
FL250935,Deborah Kelley,f,38,Mexico,Spanish,Mobile Apps,11,,2.8,,91
FL250936,Kristina Miller,F,26,Russia,Russian,DevOps,8,USD 20,4.1,yes,82%
FL250937,Anne Hampton,f,43,Netherlands,Dutch,AI,3,20,0,Y,95%
FL250938,Sandra Henry,Female,21,Italy,Italian,Cybersecurity,0,,0,1,95%
FL250939,Tony Hester,MALE,47,South Korea,Korean,Mobile Apps,7,USD 30,,,69
FL250940,Nathan Davis,MALE,35,Spain,Spanish,Graphic Design,6,40,,yes,91%
FL250941,Erica Jackson,Female,37,Indonesia,Indonesian,Mobile Apps,9,$30,2.7,1,
FL250942,Nancy Glover,FEMALE,38,Brazil,Portuguese,AI,15,40,4,,62%
FL250943,Richard Sanchez,MALE,40,Canada,English,Data Analysis,20,20,2.5,0,81%
FL250944,Savannah Reid,f,46,Brazil,Portuguese,Data Analysis,16,75,0,no,94%
FL250945,Robert Salazar,m,56,Egypt,Arabic,DevOps,22,USD 30,,no,95%
FL250946,Hector Greer,m,24,Turkey,Turkish,Graphic Design,2,,1.6,no,100%
FL250947,Thomas Jackson,M,,Mexico,Spanish,AI,1,75,0,TRUE,94%
FL250948,Tina Clark,F,38,Turkey,Turkish,Mobile Apps,8,30,4,1,92%
FL250949,Heather Brown,Female,28,France,French,DevOps,8,USD 50,2.5,TRUE,95%
FL250950,John Weaver,m,25,Brazil,Portuguese,DevOps,7,$20,3.8,,97%
FL250951,Bradley Harris,Male,41,United Kingdom,English,DevOps,8,50,4.8,N,75%
FL250952,Cassandra Macdonald,f,45,Mexico,Spanish,Data Analysis,6,40,2,1,78%
FL250953,Matthew White,m,47,Turkey,Turkish,DevOps,16,$100,3.3,0,65%
FL250954,Miss Kimberly Marshall,F,59,United Kingdom,English,Data Analysis,40,40,2.5,TRUE,70
FL250955,Laura Thompson,Female,25,Canada,English,Blockchain Development,6,$100,,Y,78
FL250956,Nathan Soto,Male,27,Australia,English,Web Development,3,USD 50,,1,96%
FL250957,Rhonda Hines,F,57,Australia,English,AI,5,USD 100,0,1,80%
FL250958,Gabrielle Bowman,F,34,Turkey,Turkish,UI/UX Design,12,$20,1.6,yes,64%
FL250959,Julian Edwards,M,55,France,French,UI/UX Design,33,50,0,FALSE,92%
FL250960,Nicholas Scott,male,21,Egypt,Arabic,Blockchain Development,1,100,0,1,
FL250961,Daniel Green,MALE,53,Netherlands,Dutch,DevOps,27,USD 20,4.7,yes,71
FL250962,Catherine Johnston,f,21,Germany,German,UI/UX Design,1,$100,0,yes,95%
FL250963,Brenda Koch,FEMALE,36,Brazil,Portuguese,Web Development,,20,4.1,N,86%
FL250964,Mr. Robert Meza,male,40,Germany,German,AI,2,$30,1.3,1,77%
FL250965,Latoya Brown,Female,59,United Kingdom,English,UI/UX Design,40,100,2.6,,
FL250966,David Osborne III,m,45,Netherlands,Dutch,Cybersecurity,4,$20,2.7,,72%
FL250967,David Hooper,MALE,44,South Korea,Korean,Machine Learning,9,40,,0,70%
FL250968,Sarah Miller,FEMALE,36,United Kingdom,English,Cybersecurity,13,30,3.6,0,86%
FL250969,Lisa Werner MD,Female,26,India,Hindi,Graphic Design,1,75,3,1,
FL250970,Eric Jimenez,m,49,India,Hindi,Web Development,1,,0,0,82%
FL250971,Jay Bush,m,29,France,French,Mobile Apps,3,USD 40,0,TRUE,81%
FL250972,Johnny Rice,m,32,France,French,Graphic Design,1,$40,3.1,1,76%
FL250973,Matthew Strong,MALE,24,Indonesia,Indonesian,Blockchain Development,3,USD 30,3.9,N,90%
FL250974,Mark Chandler,MALE,35,South Korea,Korean,DevOps,14,30,1.6,Y,67%
FL250975,Crystal Brown,female,43,Spain,Spanish,Blockchain Development,2,,1.8,no,61%
FL250976,Timothy Barton,male,53,South Korea,Korean,Machine Learning,27,100,3.7,no,73%
FL250977,Lisa Hickman,F,38,Russia,Russian,DevOps,7,75,,0,
FL250978,Alan Mendoza,Male,57,United Kingdom,English,Cybersecurity,29,75,4.1,N,90%
FL250979,Jason Sanders,MALE,27,China,Mandarin,Blockchain Development,5,$75,1.4,TRUE,64%
FL250980,Charles Dean,m,43,Argentina,Spanish,Web Development,2,100,1.1,1,63%
FL250981,Blake Newton,male,48,Canada,English,Data Analysis,18,$40,3.9,,
FL250982,David Gonzalez,M,26,Brazil,Portuguese,Cybersecurity,8,20,3.6,0,67%
FL250983,Cindy Williams,Female,,South Africa,Afrikaans,Graphic Design,0,$40,0,no,97%
FL250984,Laura Wong DDS,female,50,Italy,Italian,Data Analysis,16,$75,4.5,0,69
FL250985,Robert Moran,m,48,South Africa,Afrikaans,Web Development,8,50,,1,73%
FL250986,Bradley Wu,m,60,Spain,Spanish,Blockchain Development,39,20,1.4,TRUE,86%
FL250987,Daniel Thomas,Male,26,Egypt,Arabic,Machine Learning,,50,0,yes,81
FL250988,Michelle Peterson,FEMALE,35,South Korea,Korean,Graphic Design,16,USD 100,4.3,1,74%
FL250989,Seth Thomas,Male,23,United States,English,Blockchain Development,4,$100,2.2,1,64
FL250990,Evan Ramos,Male,37,Australia,English,Graphic Design,4,75,3.2,FALSE,76%
FL250991,Michelle Solis,FEMALE,21,Argentina,Spanish,AI,2,100,3.7,yes,73
FL250992,Charlotte Taylor,FEMALE,58,Germany,German,UI/UX Design,37,USD 50,4.9,FALSE,69%
FL250993,Sandra Preston,Female,52,Indonesia,Indonesian,Mobile Apps,32,$75,3.2,0,79%
FL250994,Jim Weiss,male,46,Russia,Russian,Mobile Apps,8,20,2.2,,89
FL250995,Jennifer Hinton,Female,34,South Africa,Afrikaans,DevOps,8,30,3.9,Y,95%
FL250996,Albert Wilcox,Male,56,Turkey,Turkish,DevOps,13,100,0,no,68%
FL250997,Cheryl Norris,f,26,Germany,German,Blockchain Development,6,USD 40,2.8,N,82
FL250998,Kathy Watkins,female,37,Japan,Japanese,Data Analysis,15,75,,FALSE,94%
FL250999,John Obrien,m,46,Russia,Russian,Machine Learning,22,100,2.8,yes,97
FL251000,Dawn Green,Female,36,Mexico,Spanish,UI/UX Design,18,$20,1.7,1,72
