Column1,Freelancer_Id,Name,Gender,Age,Country,Language,Skill,Experience,Hourly_Rate(Usd),Rating,Is_Active,Client_Satisfaction
836,250837,Robin Ortiz,Female,36,Netherlands,Dutch,AI,8,40,2.5,FALSE,0.8
837,250838,Adam Griffith,Male,51,South Korea,Korean,Web Development,32,50,3.2,FALSE,0.88
838,250839,Daniel Roberson,Male,44,India,Hindi,UI/UX Design,4,30,0,FALSE,0.8
839,250840,Dale Haynes,Male,58,Spain,Spanish,Cybersecurity,33,30,3.3,TRUE,0.71
840,250841,Emily Scott,Female,38,South Africa,Afrikaans,Mobile Apps,14,40,1.1,TRUE,0.76
841,250842,David Brown,Male,24,United States,English,UI/UX Design,6,30,4.6,TRUE,0.93
842,250843,Stephanie Guzman,Female,30,Turkey,Turkish,Blockchain Development,5,30,2.5,FALSE,0.79
843,250844,Maxwell Johnson,Male,25,Indonesia,Indonesian,Cybersecurity,3,75,2.5,FALSE,0.83
844,250845,Reginald Stephens,Male,54,Indonesia,Indonesian,Mobile Apps,17,100,0,FALSE,0.71
845,250846,Justin Jones,Male,54,Italy,Italian,Cybersecurity,9,20,0,TRUE,0.96
846,250847,Kristine Garcia,Female,53,France,French,Graphic Design,16,40,0,FALSE,0.79
847,250848,John Nguyen,Male,22,Russia,Russian,AI,3,75,3.4,TRUE,0.65
848,250849,Anna Fleming,Female,23,Mexico,Spanish,Data Analysis,2,20,1.3,FALSE,0.79
849,250850,Linda Williamson,Female,47,France,French,Cybersecurity,16,50,1.9,FALSE,0.71
850,250851,Roy Wilson,Male,24,France,French,Web Development,6,50,1.4,TRUE,0.63
851,250852,Jennifer Pierce,Female,57,India,Hindi,UI/UX Design,10,100,4.3,FALSE,0.79
852,250853,Jason Johnson,Male,48,Spain,Spanish,Graphic Design,16,30,2.5,FALSE,0.97
853,250854,Jasmine Lane,Female,21,Turkey,Turkish,UI/UX Design,0,100,4.3,FALSE,0.79
854,250855,Evan Soto,Male,33,Japan,Japanese,AI,13,75,0,TRUE,0.79
855,250856,Kevin Serrano,Male,41,Turkey,Turkish,DevOps,12,50,1.3,FALSE,0.85
856,250857,Nathaniel Benson,Male,40,Australia,English,Cybersecurity,13,50,2.9,FALSE,0.82
857,250858,Deanna Miles,Female,40,Mexico,Spanish,Graphic Design,22,40,4.3,FALSE,0.95
858,250859,Beverly Roy,Female,20,United States,English,Graphic Design,1,40,2.7,FALSE,0.94
859,250860,Heather Saunders,Female,42,Mexico,Spanish,Web Development,9,50,4.2,Unknown,0.96
860,250861,Nicholas Guerrero,Male,32,Canada,English,Blockchain Development,12,40,0,TRUE,0.63
861,250862,Christopher Johnson,Male,60,Japan,Japanese,AI,9,20,2.2,FALSE,0.6
862,250863,Steven Flowers,Male,46,Egypt,Arabic,Machine Learning,12,50,4.7,TRUE,0.77
863,250864,Marvin Woods III,Male,29,China,Mandarin,DevOps,0,30,0,FALSE,0.63
864,250865,Michelle Cook,Female,39,Brazil,Portuguese,Mobile Apps,18,20,2.5,TRUE,0.61
865,250866,Logan Zamora,Male,55,Russia,Russian,Mobile Apps,2,50,3.9,TRUE,0.88
866,250867,Casey Roberts,Male,55,Turkey,Turkish,Cybersecurity,9,100,1.2,TRUE,0.69
867,250868,Jerry Price,Male,40,Indonesia,Indonesian,Data Analysis,2,75,4.5,TRUE,0.79
868,250869,Kelly Ellis,Female,56,China,Mandarin,UI/UX Design,35,40,2.7,TRUE,0.82
869,250870,Caleb Guerra,Male,57,Mexico,Spanish,Mobile Apps,21,75,2,FALSE,0.96
870,250871,Samantha Norman,Female,56,Russia,Russian,DevOps,3,40,1.7,FALSE,0.71
871,250872,Sarah Clarke,Female,49,Germany,German,Mobile Apps,24,75,3,TRUE,0.77
872,250873,Aaron Blair,Male,26,Spain,Spanish,Blockchain Development,9,75,2.1,TRUE,0.79
873,250874,Courtney Burton,Female,36,South Korea,Korean,UI/UX Design,0,75,1.5,Unknown,0.73
874,250875,Gerald Taylor,Male,20,Russia,Russian,Web Development,2,30,1.7,TRUE,0.6
875,250876,Mary Ward,Female,40,Spain,Spanish,AI,9,40,1.2,TRUE,0.67
876,250877,Mrs. Lisa Beard DVM,Female,30,India,Hindi,Mobile Apps,6,75,0,FALSE,0.8
877,250878,Larry Wallace,Male,51,Australia,English,Graphic Design,21,20,2.5,TRUE,0.79
878,250879,Jeremiah Thompson,Male,46,United States,English,UI/UX Design,24,40,3.3,TRUE,0.87
879,250880,Mrs. Jessica Williams DVM,Female,25,South Korea,Korean,AI,6,20,2.1,FALSE,0.79
880,250881,Martin Moreno,Male,53,Netherlands,Dutch,Web Development,32,50,2.5,TRUE,0.79
881,250882,Yolanda Proctor,Female,50,Egypt,Arabic,Mobile Apps,31,100,2.9,TRUE,0.89
882,250883,Allen Turner,Male,45,South Korea,Korean,AI,9,20,3.3,TRUE,0.93
883,250884,Beth Huff,Female,48,Canada,English,Cybersecurity,24,100,4.8,TRUE,0.84
884,250885,John Mckinney,Male,30,Indonesia,Indonesian,DevOps,9,100,4.5,Unknown,0.78
885,250886,Sarah Ho,Female,33,Netherlands,Dutch,UI/UX Design,6,50,3.1,FALSE,0.9
886,250887,Lindsey Wang,Female,50,United Kingdom,English,DevOps,11,50,4.9,TRUE,0.88
887,250888,Margaret Schwartz,Female,24,Indonesia,Indonesian,Data Analysis,9,20,0,FALSE,0.76
888,250889,Kyle Ray,Male,38,Italy,Italian,Web Development,14,75,1.5,FALSE,0.62
889,250890,Isaac Hebert,Male,56,Japan,Japanese,DevOps,2,75,2.4,FALSE,0.79
890,250891,Michele Jones,Female,41,Russia,Russian,DevOps,2,100,4.5,FALSE,0.75
891,250892,Austin Allen,Male,41,Italy,Italian,UI/UX Design,11,100,2.5,TRUE,0.8
892,250893,Haley Castro,Female,42,Germany,German,Graphic Design,13,30,3.3,Unknown,0.63
893,250894,David Armstrong,Male,26,India,Hindi,Blockchain Development,7,75,3,Unknown,0.84
894,250895,Wendy Mitchell,Female,44,Canada,English,Cybersecurity,25,75,2.7,TRUE,0.78
895,250896,Anthony Hernandez,Male,46,Canada,English,Graphic Design,20,20,1.2,FALSE,0.74
896,250897,Erica Johnson,Female,36,United States,English,UI/UX Design,8,50,4.3,FALSE,0.9
897,250898,Randall Barrett,Male,26,Netherlands,Dutch,AI,6,40,1.3,FALSE,0.79
898,250899,Nathan Huff,Male,21,Germany,German,UI/UX Design,3,50,4.6,TRUE,0.79
899,250900,Robin Walsh,Female,39,Indonesia,Indonesian,UI/UX Design,18,50,2.1,FALSE,0.75
900,250901,Yvonne Robinson,Female,37,United States,English,Blockchain Development,18,40,4.5,FALSE,0.72
901,250902,Kathleen Hendrix,Female,47,Russia,Russian,UI/UX Design,3,40,4.4,TRUE,0.92
902,250903,Jennifer Baker,Female,53,Russia,Russian,Graphic Design,32,20,0,FALSE,0.79
903,250904,Kim Martinez,Female,53,Argentina,Spanish,Mobile Apps,19,20,1.3,FALSE,0.79
904,250905,Andrew Little,Male,21,India,Hindi,Data Analysis,2,50,2.6,FALSE,0.86
905,250906,Kelly Shelton,Female,35,United Kingdom,English,Blockchain Development,0,40,2.5,TRUE,0.85
906,250907,Steven Duncan,Male,31,Argentina,Spanish,Machine Learning,13,40,1.2,FALSE,0.62
907,250908,Kristen Haney,Female,55,South Korea,Korean,AI,2,30,3.1,TRUE,0.91
908,250909,Kathy Reese,Female,59,Turkey,Turkish,Web Development,11,75,2.3,TRUE,0.8
909,250910,Steven Murphy,Male,59,France,French,Cybersecurity,17,100,4,FALSE,0.72
910,250911,William Hartman,Male,47,India,Hindi,Blockchain Development,10,75,1.9,Unknown,0.79
911,250912,Sonya Haley,Female,53,South Africa,Afrikaans,Machine Learning,26,75,2.4,TRUE,0.79
912,250913,Robert Evans,Male,49,South Africa,Afrikaans,Data Analysis,9,30,2.5,TRUE,0.74
913,250914,Patricia Richardson,Female,50,South Africa,Afrikaans,Mobile Apps,8,50,3.7,TRUE,0.82
914,250915,Carolyn Lopez,Female,59,South Korea,Korean,Machine Learning,22,100,1.1,FALSE,0.85
915,250916,Kyle Burns,Male,33,Turkey,Turkish,Data Analysis,8,75,2.3,TRUE,0.68
916,250917,Margaret Garcia,Female,45,Canada,English,Web Development,22,40,3.7,TRUE,0.99
917,250918,Brittany Barker,Female,36,Italy,Italian,Graphic Design,14,30,1.9,FALSE,0.62
918,250919,Paul Campbell,Male,46,South Africa,Afrikaans,UI/UX Design,6,30,1.5,FALSE,0.79
919,250920,Amy Morrow,Female,53,Turkey,Turkish,Graphic Design,14,30,0,FALSE,0.83
920,250921,Amy Fitzgerald,Female,24,United States,English,Web Development,2,30,3.6,Unknown,0.92
921,250922,Anita Becker,Female,49,Spain,Spanish,DevOps,4,75,2.1,Unknown,0.85
922,250923,Mrs. Amy Brooks,Female,49,South Korea,Korean,AI,4,75,2.9,FALSE,0.79
923,250924,Lori Marshall,Female,49,South Korea,Korean,Mobile Apps,24,100,3.6,TRUE,0.79
924,250925,Jennifer Miller,Female,58,Brazil,Portuguese,Blockchain Development,29,30,3.3,TRUE,0.89
925,250926,Thomas Young,Male,50,South Africa,Afrikaans,UI/UX Design,13,50,2.5,TRUE,0.81
926,250927,Zachary Larsen,Male,27,South Africa,Afrikaans,DevOps,1,100,3.7,TRUE,0.61
927,250928,Valerie Gutierrez,Female,20,South Korea,Korean,Machine Learning,9,30,4.6,TRUE,0.79
928,250929,Daniel Parker,Male,52,Russia,Russian,Blockchain Development,15,40,0,TRUE,0.92
929,250930,Nicole Bennett,Female,22,France,French,Machine Learning,2,30,2,FALSE,0.96
930,250931,Lauren Lowery,Female,38,Turkey,Turkish,Web Development,14,100,1.7,FALSE,0.66
931,250932,Alexander Woodward,Male,21,Canada,English,Graphic Design,0,100,3,FALSE,0.64
932,250933,Anthony Walter,Male,41,Australia,English,AI,15,40,3.4,FALSE,1
933,250934,Valerie Finley,Female,33,Indonesia,Indonesian,Blockchain Development,6,40,3.2,TRUE,0.95
934,250935,Deborah Kelley,Female,38,Mexico,Spanish,Mobile Apps,11,40,2.8,Unknown,0.91
935,250936,Kristina Miller,Female,26,Russia,Russian,DevOps,8,20,4.1,TRUE,0.82
936,250937,Anne Hampton,Female,43,Netherlands,Dutch,AI,3,20,0,TRUE,0.95
937,250938,Sandra Henry,Female,21,Italy,Italian,Cybersecurity,0,50,0,TRUE,0.95
938,250939,Tony Hester,Male,47,South Korea,Korean,Mobile Apps,7,30,2.5,Unknown,0.69
939,250940,Nathan Davis,Male,35,Spain,Spanish,Graphic Design,6,40,2.5,TRUE,0.91
940,250941,Erica Jackson,Female,37,Indonesia,Indonesian,Mobile Apps,9,30,2.7,TRUE,0.79
941,250942,Nancy Glover,Female,38,Brazil,Portuguese,AI,15,40,4,Unknown,0.62
942,250943,Richard Sanchez,Male,40,Canada,English,Data Analysis,20,20,2.5,FALSE,0.81
943,250944,Savannah Reid,Female,46,Brazil,Portuguese,Data Analysis,16,75,0,FALSE,0.94
944,250945,Robert Salazar,Male,56,Egypt,Arabic,DevOps,22,30,2.5,FALSE,0.95
945,250946,Hector Greer,Male,24,Turkey,Turkish,Graphic Design,2,40,1.6,FALSE,1
946,250947,Thomas Jackson,Male,41,Mexico,Spanish,AI,1,75,0,TRUE,0.94
947,250948,Tina Clark,Female,38,Turkey,Turkish,Mobile Apps,8,30,4,TRUE,0.92
948,250949,Heather Brown,Female,28,France,French,DevOps,8,50,2.5,TRUE,0.95
949,250950,John Weaver,Male,25,Brazil,Portuguese,DevOps,7,20,3.8,Unknown,0.97
950,250951,Bradley Harris,Male,41,United Kingdom,English,DevOps,8,50,4.8,FALSE,0.75
951,250952,Cassandra Macdonald,Female,45,Mexico,Spanish,Data Analysis,6,40,2,TRUE,0.78
952,250953,Matthew White,Male,47,Turkey,Turkish,DevOps,16,100,3.3,FALSE,0.65
953,250954,Miss Kimberly Marshall,Female,59,United Kingdom,English,Data Analysis,40,40,2.5,TRUE,0.7
954,250955,Laura Thompson,Female,25,Canada,English,Blockchain Development,6,100,2.5,TRUE,0.78
955,250956,Nathan Soto,Male,27,Australia,English,Web Development,3,50,2.5,TRUE,0.96
956,250957,Rhonda Hines,Female,57,Australia,English,AI,5,100,0,TRUE,0.8
957,250958,Gabrielle Bowman,Female,34,Turkey,Turkish,UI/UX Design,12,20,1.6,TRUE,0.64
958,250959,Julian Edwards,Male,55,France,French,UI/UX Design,33,50,0,FALSE,0.92
959,250960,Nicholas Scott,Male,21,Egypt,Arabic,Blockchain Development,1,100,0,TRUE,0.79
960,250961,Daniel Green,Male,53,Netherlands,Dutch,DevOps,27,20,4.7,TRUE,0.71
961,250962,Catherine Johnston,Female,21,Germany,German,UI/UX Design,1,100,0,TRUE,0.95
962,250963,Brenda Koch,Female,36,Brazil,Portuguese,Web Development,9,20,4.1,FALSE,0.86
963,250964,Mr. Robert Meza,Male,40,Germany,German,AI,2,30,1.3,TRUE,0.77
964,250965,Latoya Brown,Female,59,United Kingdom,English,UI/UX Design,40,100,2.6,Unknown,0.79
965,250966,David Osborne III,Male,45,Netherlands,Dutch,Cybersecurity,4,20,2.7,Unknown,0.72
966,250967,David Hooper,Male,44,South Korea,Korean,Machine Learning,9,40,2.5,FALSE,0.7
967,250968,Sarah Miller,Female,36,United Kingdom,English,Cybersecurity,13,30,3.6,FALSE,0.86
968,250969,Lisa Werner MD,Female,26,India,Hindi,Graphic Design,1,75,3,TRUE,0.79
969,250970,Eric Jimenez,Male,49,India,Hindi,Web Development,1,40,0,FALSE,0.82
970,250971,Jay Bush,Male,29,France,French,Mobile Apps,3,40,0,TRUE,0.81
971,250972,Johnny Rice,Male,32,France,French,Graphic Design,1,40,3.1,TRUE,0.76
972,250973,Matthew Strong,Male,24,Indonesia,Indonesian,Blockchain Development,3,30,3.9,FALSE,0.9
973,250974,Mark Chandler,Male,35,South Korea,Korean,DevOps,14,30,1.6,TRUE,0.67
974,250975,Crystal Brown,Female,43,Spain,Spanish,Blockchain Development,2,40,1.8,FALSE,0.61
975,250976,Timothy Barton,Male,53,South Korea,Korean,Machine Learning,27,100,3.7,FALSE,0.73
976,250977,Lisa Hickman,Female,38,Russia,Russian,DevOps,7,75,2.5,FALSE,0.79
977,250978,Alan Mendoza,Male,57,United Kingdom,English,Cybersecurity,29,75,4.1,FALSE,0.9
978,250979,Jason Sanders,Male,27,China,Mandarin,Blockchain Development,5,75,1.4,TRUE,0.64
979,250980,Charles Dean,Male,43,Argentina,Spanish,Web Development,2,100,1.1,TRUE,0.63
980,250981,Blake Newton,Male,48,Canada,English,Data Analysis,18,40,3.9,Unknown,0.79
981,250982,David Gonzalez,Male,26,Brazil,Portuguese,Cybersecurity,8,20,3.6,FALSE,0.67
982,250983,Cindy Williams,Female,41,South Africa,Afrikaans,Graphic Design,0,40,0,FALSE,0.97
983,250984,Laura Wong DDS,Female,50,Italy,Italian,Data Analysis,16,75,4.5,FALSE,0.69
984,250985,Robert Moran,Male,48,South Africa,Afrikaans,Web Development,8,50,2.5,TRUE,0.73
985,250986,Bradley Wu,Male,60,Spain,Spanish,Blockchain Development,39,20,1.4,TRUE,0.86
986,250987,Daniel Thomas,Male,26,Egypt,Arabic,Machine Learning,9,50,0,TRUE,0.81
987,250988,Michelle Peterson,Female,35,South Korea,Korean,Graphic Design,16,100,4.3,TRUE,0.74
988,250989,Seth Thomas,Male,23,United States,English,Blockchain Development,4,100,2.2,TRUE,0.64
989,250990,Evan Ramos,Male,37,Australia,English,Graphic Design,4,75,3.2,FALSE,0.76
990,250991,Michelle Solis,Female,21,Argentina,Spanish,AI,2,100,3.7,TRUE,0.73
991,250992,Charlotte Taylor,Female,58,Germany,German,UI/UX Design,37,50,4.9,FALSE,0.69
992,250993,Sandra Preston,Female,52,Indonesia,Indonesian,Mobile Apps,32,75,3.2,FALSE,0.79
993,250994,Jim Weiss,Male,46,Russia,Russian,Mobile Apps,8,20,2.2,Unknown,0.89
994,250995,Jennifer Hinton,Female,34,South Africa,Afrikaans,DevOps,8,30,3.9,TRUE,0.95
995,250996,Albert Wilcox,Male,56,Turkey,Turkish,DevOps,13,100,0,FALSE,0.68
996,250997,Cheryl Norris,Female,26,Germany,German,Blockchain Development,6,40,2.8,FALSE,0.82
997,250998,Kathy Watkins,Female,37,Japan,Japanese,Data Analysis,15,75,2.5,FALSE,0.94
998,250999,John Obrien,Male,46,Russia,Russian,Machine Learning,22,100,2.8,TRUE,0.97
999,251000,Dawn Green,Female,36,Mexico,Spanish,UI/UX Design,18,20,1.7,TRUE,0.72
